Employee ID,Departments,Promoted,Review,Projects,Salary,Tenure,Satisfaction,averageWorkingHours_month,left
30030440,Support,0,0.57,2,Low,3,0.43,135,1
30030441,Support,0,0.88,6,Low,5,0.33,219,1
30030442,Support,0,0.57,2,Low,3,0.41,136,1
30030443,Support,0,0.55,2,Low,3,0.41,154,1
30030444,Support,0,0.54,2,Low,3,0.37,149,1
30030445,Support,0,0.62,6,Low,5,0.31,135,1
30030446,Support,0,0.91,6,Low,4,0.09,275,1
30030447,Support,0,0.87,6,Low,4,0.1,290,1
30030448,Support,0,0.9,4,Low,5,0.76,263,1
30030449,Support,0,0.54,2,Low,3,0.41,145,1
30030450,Technical,0,0.96,5,Low,5,0.72,267,1
30030451,Technical,0,0.5,2,Low,3,0.4,141,1
30030452,Technical,0,0.87,4,Low,5,0.91,235,1
30030453,Management,0,0.83,6,Low,4,0.1,258,1
30030454,IT,0,0.56,2,Low,3,0.4,131,1
30030455,IT,0,0.86,5,Low,5,0.82,243,1
30030456,IT,0,0.82,6,Low,4,0.1,266,1
30030457,IT,0,0.45,2,Low,3,0.37,142,1
30030458,IT,0,0.51,2,Low,3,0.36,135,1
30030459,Product Management,0,0.48,2,Medium,3,0.39,141,1
30030460,Product Management,0,0.57,2,Medium,3,0.36,142,1
30030461,Product Management,0,0.84,5,Medium,5,0.86,254,1
30030462,Product Management,0,0.99,5,Medium,5,0.73,262,1
30030463,IT,0,0.71,4,Medium,2,0.56,296,1
30030464,Accounting,0,0.56,2,Medium,3,0.44,158,1
30030465,Accounting,0,0.56,4,Medium,2,0.31,238,1
30030466,Human Resource,0,0.93,4,Medium,5,0.77,231,1
30030467,Human Resource,0,0.45,2,Medium,3,0.44,156,1
30030468,Human Resource,0,0.46,2,Medium,3,0.38,145,1
30030469,Marketing,0,0.48,2,Medium,3,0.45,144,1
30030470,Sales,0,0.51,2,Medium,3,0.38,159,1
30030471,Accounting,0,0.48,2,HIgh,3,0.36,156,1
30030472,Support,0,0.9,5,Low,5,0.75,256,1
30030473,Technical,0,0.93,6,Medium,4,0.1,298,1
30030474,Management,0,0.97,6,Medium,4,0.1,247,1
30030475,Marketing,0,0.5,2,Medium,3,0.45,157,1
30030476,Marketing,0,0.57,2,Medium,3,0.42,154,1
30030477,Marketing,0,1,4,Low,5,0.78,253,1
30030478,Sales,0,0.55,2,Low,3,0.45,148,1
30030479,Sales,0,1,4,Low,5,0.84,261,1
30030480,Sales,0,0.93,6,Low,4,0.11,282,1
30030481,Sales,0,0.56,2,Low,3,0.42,133,1
30030482,Sales,0,0.46,2,Low,3,0.45,128,1
30030483,Sales,0,0.57,2,Low,3,0.46,139,1
30030484,Sales,0,0.79,6,Low,5,0.09,293,1
30030485,Sales,0,0.83,4,Low,6,0.87,265,1
30030486,Sales,0,0.87,6,Low,4,0.1,250,1
30030487,Sales,0,1,5,Low,6,0.91,251,1
30030488,Sales,0,0.92,4,Low,5,0.76,246,1
30030489,Sales,0,1,5,Low,5,0.74,275,1
30030490,Sales,0,0.93,5,Low,5,0.92,240,1
30030491,Sales,0,0.87,5,Low,5,0.76,245,1
30030492,Sales,0,0.5,4,Low,4,0.47,254,1
30030493,Sales,0,0.99,5,Low,5,0.73,241,1
30030494,Sales,0,0.94,6,Low,4,0.09,257,1
30030495,Sales,0,0.92,4,Low,5,0.91,246,1
30030496,Sales,0,0.98,4,Low,5,0.82,233,1
30030497,Accounting,0,0.45,6,Low,4,0.28,218,1
30030498,Accounting,0,0.99,4,Medium,6,0.84,262,1
30030499,Accounting,0,0.53,2,Medium,3,0.45,138,1
30030500,Human Resource,0,0.54,2,Medium,3,0.45,142,1
30030501,Human Resource,0,0.97,5,Medium,5,0.91,233,1
30030502,Human Resource,0,0.48,2,Medium,3,0.42,155,1
30030503,Human Resource,0,1,4,Medium,6,0.82,229,1
30030504,Technical,0,0.9,6,Medium,4,0.11,264,1
30030505,Technical,0,0.53,3,Medium,4,0.42,199,1
30030506,Technical,0,0.85,4,Medium,5,0.82,223,1
30030507,Technical,0,0.96,6,Medium,4,0.09,268,1
30030508,Technical,0,0.94,6,Medium,4,0.1,287,1
30030509,Technical,0,1,5,Medium,5,0.86,257,1
30030510,Technical,0,0.46,2,HIgh,3,0.4,143,1
30030511,Technical,0,0.46,2,Low,3,0.45,130,1
30030512,Technical,0,0.51,2,Medium,3,0.42,136,1
30030513,Technical,0,0.92,4,Medium,5,0.74,261,1
30030514,Technical,0,0.6,3,Medium,4,0.55,180,1
30030515,Support,0,0.45,2,Medium,3,0.37,126,1
30030516,Support,0,0.52,2,Low,3,0.41,127,1
30030517,Support,0,0.65,5,Low,6,0.89,195,1
30030518,Support,0,0.57,2,Low,3,0.41,160,1
30030519,Support,0,0.51,2,Low,3,0.44,150,1
30030520,Support,0,0.84,4,Low,6,0.87,264,1
30030521,Support,0,0.84,6,Low,4,0.1,309,1
30030522,Support,0,0.47,2,Low,3,0.41,135,1
30030523,Support,0,0.85,6,Low,4,0.11,261,1
30030524,Support,0,0.53,2,Low,3,0.43,160,1
30030525,Support,0,0.9,4,Low,5,0.77,237,1
30030526,Technical,0,0.52,2,Low,3,0.41,136,1
30030527,Technical,0,0.48,2,Low,3,0.41,139,1
30030528,Technical,0,0.78,2,Low,4,0.36,151,1
30030529,Management,0,1,5,Low,5,0.77,229,1
30030530,IT,0,0.98,5,Low,5,0.81,245,1
30030531,IT,0,0.54,2,Low,3,0.39,127,1
30030532,IT,0,0.94,6,Low,5,0.09,283,1
30030533,IT,0,0.46,2,Low,3,0.44,143,1
30030534,IT,0,0.84,5,Low,4,0.1,298,1
30030535,Product Management,0,0.48,2,Low,3,0.36,159,1
30030536,Product Management,0,0.92,5,Low,5,0.81,239,1
30030537,Product Management,0,0.9,4,Medium,5,0.81,226,1
30030538,Product Management,0,0.98,5,Medium,5,0.85,248,1
30030539,IT,0,0.87,6,Medium,4,0.1,286,1
30030540,Research and Development,0,0.54,2,Medium,3,0.37,145,1
30030541,Research and Development,0,0.97,7,Medium,4,0.09,254,1
30030542,Research and Development,0,0.53,2,Medium,3,0.44,127,1
30030543,Research and Development,0,0.93,5,Medium,5,0.86,223,1
30030544,Research and Development,0,1,4,Medium,5,0.77,255,1
30030545,Marketing,0,0.48,2,Medium,3,0.41,136,1
30030546,Sales,0,0.48,2,Medium,3,0.4,137,1
30030547,Accounting,0,0.49,2,Medium,3,0.43,135,1
30030548,Support,0,0.5,2,Medium,3,0.43,137,1
30030549,Technical,0,0.53,3,HIgh,5,0.8,255,1
30030550,Management,0,0.85,4,Low,5,0.8,273,1
30030551,Marketing,0,0.98,5,Medium,5,0.82,234,1
30030552,Marketing,0,0.54,2,Medium,3,0.37,152,1
30030553,Marketing,0,0.48,2,Medium,3,0.37,134,1
30030554,Sales,0,0.95,6,Medium,4,0.09,292,1
30030555,Sales,0,0.92,5,Low,5,0.9,245,1
30030556,Sales,0,0.52,2,Low,3,0.41,159,1
30030557,Sales,0,0.85,6,Low,4,0.1,260,1
30030558,Sales,0,0.53,2,Low,3,0.44,149,1
30030559,Sales,0,0.85,5,Low,5,0.89,266,1
30030560,Sales,0,0.56,2,Low,3,0.42,149,1
30030561,Sales,0,1,5,Low,5,0.87,242,1
30030562,Sales,0,0.57,2,Low,3,0.45,134,1
30030563,Sales,0,0.87,5,Low,4,0.11,271,1
30030564,Sales,0,0.79,6,Low,4,0.09,275,1
30030565,Sales,0,0.83,5,Low,5,0.76,227,1
30030566,Sales,0,0.96,7,Low,5,0.11,277,1
30030567,Sales,0,0.49,2,Low,3,0.37,151,1
30030568,Sales,0,0.79,6,Low,4,0.1,274,1
30030569,Sales,0,0.87,4,Low,6,0.77,242,1
30030570,Sales,0,0.54,2,Low,3,0.42,143,1
30030571,Sales,0,0.52,2,Low,3,0.38,145,1
30030572,Sales,0,0.95,5,Low,2,0.32,172,1
30030573,Accounting,0,0.49,2,Low,3,0.38,135,1
30030574,Accounting,0,1,4,Low,4,0.19,192,1
30030575,Accounting,0,0.83,7,Low,4,0.1,276,1
30030576,Human Resource,0,0.88,4,Medium,4,0.76,206,1
30030577,Human Resource,0,0.56,4,Medium,6,0.53,281,1
30030578,Human Resource,0,0.51,2,Medium,3,0.39,151,1
30030579,Human Resource,0,0.83,6,Medium,4,0.11,244,1
30030580,Technical,0,0.94,6,Medium,4,0.1,309,1
30030581,Technical,0,1,5,Medium,5,0.84,218,1
30030582,Technical,0,0.99,4,Medium,6,0.82,263,1
30030583,Technical,0,0.82,6,Medium,4,0.1,244,1
30030584,Technical,0,0.49,7,Medium,4,0.59,263,1
30030585,Technical,0,0.48,2,Medium,3,0.44,143,1
30030586,Technical,0,0.95,2,Medium,5,0.89,181,1
30030587,Technical,0,0.84,5,Medium,5,0.91,265,1
30030588,Technical,0,0.57,5,HIgh,5,0.66,161,1
30030589,Technical,0,0.87,7,Low,5,0.11,282,1
30030590,Technical,0,0.51,2,Medium,3,0.43,155,1
30030591,Support,0,0.83,4,Medium,6,0.78,217,1
30030592,Support,0,0.97,6,Medium,5,0.11,289,1
30030593,Support,0,0.98,4,Medium,5,0.83,259,1
30030594,Support,0,0.54,2,Low,3,0.39,158,1
30030595,Support,0,0.55,2,Low,3,0.38,158,1
30030596,Support,0,0.57,2,Low,3,0.37,155,1
30030597,Support,0,0.48,2,Low,3,0.44,146,1
30030598,Support,0,0.85,2,Low,5,0.53,164,1
30030599,Support,0,0.96,6,Low,4,0.09,259,1
30030600,Support,0,0.89,6,Low,4,0.11,293,1
30030601,Support,0,0.96,5,Low,5,0.83,275,1
30030602,Technical,0,1,5,Low,6,0.88,219,1
30030603,Technical,0,0.89,6,Low,4,0.1,247,1
30030604,Technical,0,0.86,7,Low,4,0.09,309,1
30030605,Management,0,0.54,2,Low,3,0.44,151,1
30030606,IT,0,0.51,2,Low,3,0.39,129,1
30030607,IT,0,0.94,4,Low,5,0.87,274,1
30030608,IT,0,0.99,4,Low,5,0.74,233,1
30030609,IT,0,0.95,7,Low,4,0.1,289,1
30030610,IT,0,0.82,4,Low,6,0.74,239,1
30030611,Product Management,0,0.99,5,Low,5,0.75,221,1
30030612,Product Management,0,0.56,2,Low,3,0.41,150,1
30030613,Product Management,0,0.45,2,Low,3,0.41,144,1
30030614,Product Management,0,0.9,7,Low,4,0.09,289,1
30030615,IT,0,0.8,6,Medium,5,0.09,301,1
30030616,Accounting,0,0.57,2,Medium,3,0.39,145,1
30030617,Accounting,0,0.56,2,Medium,3,0.4,137,1
30030618,Human Resource,0,0.54,2,Medium,3,0.37,131,1
30030619,Human Resource,0,0.84,6,Medium,4,0.1,246,1
30030620,Human Resource,0,0.51,2,Medium,3,0.43,136,1
30030621,Marketing,0,0.85,5,Medium,6,0.75,240,1
30030622,Sales,0,0.56,2,Medium,3,0.37,156,1
30030623,Accounting,0,0.85,6,Medium,4,0.11,305,1
30030624,Support,0,0.45,2,Medium,3,0.45,154,1
30030625,Technical,0,1,5,Medium,5,0.87,261,1
30030626,Management,0,0.94,7,Medium,4,0.11,244,1
30030627,Marketing,0,0.54,2,HIgh,3,0.45,129,1
30030628,Marketing,0,0.87,4,Low,5,0.81,254,1
30030629,Marketing,0,0.91,5,Medium,5,0.77,236,1
30030630,Sales,0,0.92,5,Medium,5,0.89,237,1
30030631,Sales,0,0.49,2,Medium,3,0.43,135,1
30030632,Sales,0,1,5,Medium,5,0.78,236,1
30030633,Sales,0,0.47,2,Low,3,0.37,149,1
30030634,Sales,0,0.5,2,Low,3,0.37,141,1
30030635,Sales,0,0.82,4,Low,5,0.85,270,1
30030636,Sales,0,0.47,2,Low,3,0.41,138,1
30030637,Sales,0,0.96,6,Low,4,0.11,298,1
30030638,Sales,0,0.99,5,Low,5,0.75,254,1
30030639,Sales,0,0.85,5,Low,5,0.82,248,1
30030640,Sales,0,1,5,Low,6,0.79,257,1
30030641,Sales,0,0.53,2,Low,3,0.43,150,1
30030642,Sales,0,0.9,7,Low,4,0.1,281,1
30030643,Sales,0,0.48,2,Low,3,0.46,141,1
30030644,Sales,0,0.57,2,Low,3,0.43,157,1
30030645,Sales,0,0.55,2,Low,3,0.43,136,1
30030646,Sales,0,0.8,7,Low,4,0.11,296,1
30030647,Sales,0,0.86,6,Low,4,0.09,279,1
30030648,Sales,0,0.53,2,Low,3,0.37,131,1
30030649,Accounting,0,0.57,2,Low,3,0.4,160,1
30030650,Accounting,0,0.77,7,Low,4,0.1,291,1
30030651,Accounting,0,0.53,2,Low,3,0.41,157,1
30030652,Human Resource,0,0.58,3,Low,4,0.79,294,1
30030653,Human Resource,0,0.79,7,Low,4,0.11,310,1
30030654,Human Resource,0,0.97,6,Medium,4,0.1,282,1
30030655,Human Resource,0,0.51,2,Medium,3,0.44,134,1
30030656,Technical,0,0.46,4,Medium,4,0.25,214,1
30030657,Technical,0,0.52,2,Medium,3,0.44,137,1
30030658,Technical,0,1,4,Medium,5,0.73,252,1
30030659,Technical,0,0.97,5,Medium,6,0.75,243,1
30030660,Technical,0,0.47,2,Medium,3,0.36,148,1
30030661,Technical,0,0.49,2,Medium,3,0.37,151,1
30030662,Technical,0,0.49,2,Medium,3,0.39,129,1
30030663,Technical,0,0.78,2,Medium,2,0.48,198,1
30030664,Technical,0,0.72,4,Medium,6,0.57,275,1
30030665,Technical,0,0.96,5,Medium,5,0.9,243,1
30030666,Technical,0,0.55,2,HIgh,3,0.39,159,1
30030667,Support,0,0.51,2,Low,3,0.44,145,1
30030668,Support,0,0.88,5,Medium,5,0.81,242,1
30030669,Support,0,0.87,5,Medium,5,0.74,242,1
30030670,Support,0,0.56,2,Medium,3,0.44,145,1
30030671,Support,1,0.56,2,Medium,3,0.41,154,1
30030672,Support,0,0.51,2,Low,3,0.4,139,1
30030673,Support,0,0.57,2,Low,3,0.46,152,1
30030674,Support,0,0.83,2,Low,3,0.8,211,1
30030675,Support,0,0.9,5,Low,5,0.87,258,1
30030676,Support,0,0.54,2,Low,3,0.39,155,1
30030677,Support,0,0.55,2,Low,3,0.38,148,1
30030678,Technical,0,0.67,2,Low,3,0.66,255,1
30030679,Technical,0,0.8,6,Low,4,0.1,264,1
30030680,Technical,0,0.54,2,Low,3,0.37,132,1
30030681,Management,0,0.77,6,Low,4,0.1,255,1
30030682,IT,0,0.87,5,Low,4,0.09,263,1
30030683,IT,0,0.84,5,Low,5,0.86,222,1
30030684,IT,0,0.9,6,Low,4,0.11,263,1
30030685,IT,0,0.46,2,Low,3,0.37,157,1
30030686,IT,0,0.92,7,Low,4,0.11,307,1
30030687,Product Management,0,0.98,5,Low,6,0.77,259,1
30030688,Product Management,0,0.94,5,Low,6,0.84,222,1
30030689,Product Management,0,0.84,7,Low,4,0.1,250,1
30030690,Product Management,0,0.9,5,Low,5,0.83,245,1
30030691,IT,0,0.79,6,Low,4,0.11,292,1
30030692,Research and Development,0,0.92,5,Low,5,0.86,252,1
30030693,Research and Development,0,0.56,2,Medium,3,0.38,161,1
30030694,Research and Development,0,0.88,5,Medium,4,0.11,250,1
30030695,Research and Development,0,0.49,2,Medium,3,0.45,134,1
30030696,Research and Development,0,0.85,7,Medium,4,0.1,279,1
30030697,Marketing,0,0.95,7,Medium,4,0.09,256,1
30030698,Sales,0,0.53,2,Medium,3,0.39,127,1
30030699,Accounting,0,0.47,2,Medium,3,0.37,138,1
30030700,Support,0,0.97,5,Medium,5,0.81,243,1
30030701,Technical,0,0.9,7,Medium,4,0.09,296,1
30030702,Management,0,0.88,7,Medium,4,0.1,267,1
30030703,Marketing,0,0.49,2,Medium,3,0.39,144,1
30030704,Marketing,0,0.95,4,Medium,5,0.83,251,1
30030705,Marketing,0,0.57,2,HIgh,3,0.45,148,1
30030706,Sales,0,0.51,2,Low,3,0.43,141,1
30030707,Sales,0,0.75,3,Medium,2,0.8,268,1
30030708,Sales,0,0.86,6,Medium,4,0.1,247,1
30030709,Sales,0,0.55,2,Medium,4,0.1,247,1
30030710,Sales,0,0.52,2,Medium,3,0.36,146,1
30030711,Sales,0,0.5,2,Low,3,0.38,140,1
30030712,Sales,0,0.98,5,Low,6,0.78,263,1
30030713,Sales,0,0.49,2,Low,3,0.44,145,1
30030714,Sales,0,0.46,2,Low,3,0.41,156,1
30030715,Sales,0,0.85,5,Low,6,0.72,244,1
30030716,Sales,0,0.54,2,Low,3,0.46,144,1
30030717,Sales,0,0.9,7,Low,4,0.1,286,1
30030718,Sales,0,0.67,4,Low,2,0.34,141,1
30030719,Sales,0,0.89,6,Low,5,0.11,260,1
30030720,Sales,0,0.56,2,Low,3,0.38,154,1
30030721,Sales,0,0.92,5,Low,5,0.82,225,1
30030722,Sales,0,0.57,2,Low,3,0.39,127,1
30030723,Sales,0,0.53,2,Low,3,0.44,140,1
30030724,Sales,0,0.52,2,Low,3,0.43,147,1
30030725,Accounting,0,0.83,4,Low,5,0.84,227,1
30030726,Accounting,0,0.48,2,Low,3,0.43,153,1
30030727,Accounting,0,0.52,2,Low,3,0.37,128,1
30030728,Human Resource,0,0.97,4,Low,5,0.74,228,1
30030729,Human Resource,0,0.97,5,Low,5,0.73,235,1
30030730,Human Resource,0,0.47,2,Low,3,0.37,148,1
30030731,Human Resource,0,0.62,4,Low,3,0.58,238,1
30030732,Technical,0,0.54,2,Medium,3,0.4,141,1
30030733,Technical,0,0.83,5,Medium,4,0.51,249,1
30030734,Technical,0,0.5,2,Medium,3,0.46,151,1
30030735,Technical,0,0.54,2,Medium,3,0.45,129,1
30030736,Technical,0,0.5,2,Medium,3,0.46,156,1
30030737,Technical,0,0.45,2,Medium,3,0.39,134,1
30030738,Technical,0,0.88,6,Medium,4,0.09,269,1
30030739,Technical,0,0.77,6,Medium,4,0.09,290,1
30030740,Technical,0,0.51,2,Medium,3,0.37,132,1
30030741,Technical,0,0.89,7,Medium,4,0.1,308,1
30030742,Technical,0,1,4,Medium,5,0.77,232,1
30030743,Support,0,0.86,5,Medium,5,0.79,235,1
30030744,Support,0,0.55,2,HIgh,3,0.43,130,1
30030745,Support,0,0.53,2,Low,3,0.38,146,1
30030746,Support,0,0.91,5,Medium,6,0.77,221,1
30030747,Support,0,0.5,2,Medium,3,0.44,130,1
30030748,Support,0,0.46,2,Medium,3,0.39,136,1
30030749,Support,0,0.89,5,Medium,6,0.78,274,1
30030750,Support,0,0.79,6,Low,5,0.1,256,1
30030751,Support,0,0.77,5,Low,4,0.1,276,1
30030752,Support,0,0.85,5,Low,5,0.75,267,1
30030753,Support,0,0.62,6,Low,3,0.46,213,1
30030754,Technical,0,0.97,4,Low,6,0.91,274,1
30030755,Technical,0,0.92,6,Low,4,0.1,258,1
30030756,Technical,0,0.6,3,Low,5,0.72,153,1
30030757,Management,0,0.95,6,Low,4,0.11,245,1
30030758,IT,0,0.94,6,Low,4,0.11,264,1
30030759,IT,0,0.57,2,Low,3,0.46,154,1
30030760,IT,0,0.46,2,Low,3,0.37,149,1
30030761,IT,0,0.5,2,Low,3,0.46,157,1
30030762,IT,0,0.57,2,Low,3,0.43,127,1
30030763,Product Management,0,0.82,6,Low,4,0.11,270,1
30030764,Product Management,0,0.89,5,Low,6,0.73,236,1
30030765,Product Management,0,0.47,2,Low,3,0.43,158,1
30030766,Product Management,0,1,5,Low,5,0.86,229,1
30030767,IT,0,0.83,6,Low,4,0.1,269,1
30030768,Sales,0,0.49,2,Low,3,0.4,128,1
30030769,Sales,0,0.87,7,Low,4,0.11,278,1
30030770,Sales,0,0.98,3,Low,5,0.86,158,1
30030771,Sales,0,1,3,Medium,3,0.42,202,1
30030772,Sales,0,0.84,4,Medium,5,0.79,240,1
30030773,Marketing,0,0.96,7,Medium,4,0.1,255,1
30030774,Sales,0,0.92,7,Medium,4,0.09,254,1
30030775,Accounting,0,0.82,6,Medium,4,0.09,257,1
30030776,Support,0,1,4,Medium,5,0.87,228,1
30030777,Technical,0,0.49,2,Medium,3,0.36,145,1
30030778,Management,0,0.75,3,Medium,4,0.42,218,1
30030779,Marketing,0,0.86,5,Medium,5,0.84,268,1
30030780,Marketing,0,0.83,6,Medium,4,0.1,278,1
30030781,Marketing,0,0.71,3,Medium,5,0.78,249,1
30030782,Sales,0,0.99,3,Medium,4,0.35,236,1
30030783,Sales,0,0.81,7,HIgh,4,0.1,291,1
30030784,Sales,0,0.8,6,Low,4,0.11,306,1
30030785,Sales,0,0.48,2,Medium,3,0.43,135,1
30030786,Sales,0,0.45,2,Medium,3,0.38,156,1
30030787,Sales,0,0.54,2,Medium,3,0.46,143,1
30030788,Sales,0,0.82,4,Medium,5,0.89,243,1
30030789,Sales,0,0.5,2,Low,3,0.45,147,1
30030790,Sales,0,0.53,2,Low,3,0.44,159,1
30030791,Sales,0,0.54,5,Low,3,0.74,216,1
30030792,Sales,0,0.54,2,Low,3,0.45,152,1
30030793,Sales,0,0.93,4,Low,5,0.79,226,1
30030794,Sales,0,0.91,5,Low,5,0.79,271,1
30030795,Sales,0,0.87,6,Low,4,0.11,255,1
30030796,Sales,0,0.48,2,Low,3,0.42,140,1
30030797,Sales,0,0.9,6,Low,2,0.64,252,1
30030798,Sales,0,0.55,2,Low,3,0.4,159,1
30030799,Sales,0,0.98,5,Low,5,0.84,270,1
30030800,Sales,0,0.92,5,Low,5,0.73,232,1
30030801,Accounting,0,0.51,2,Low,3,0.4,144,1
30030802,Accounting,0,0.45,2,Low,3,0.36,127,1
30030803,Accounting,0,0.47,2,Low,3,0.43,131,1
30030804,Human Resource,0,0.78,6,Low,4,0.11,243,1
30030805,Human Resource,0,1,5,Low,6,0.91,244,1
30030806,Human Resource,0,1,5,Low,5,0.8,260,1
30030807,Human Resource,0,0.49,2,Low,3,0.42,139,1
30030808,Technical,0,0.87,4,Low,3,0.31,184,1
30030809,Technical,0,0.47,2,Low,3,0.44,130,1
30030810,Technical,0,0.54,2,Medium,3,0.38,135,1
30030811,Technical,0,0.56,2,Medium,3,0.45,146,1
30030812,Technical,0,0.46,2,Medium,3,0.43,149,1
30030813,Technical,0,0.46,2,Medium,3,0.45,153,1
30030814,Technical,0,0.57,2,Medium,3,0.43,160,1
30030815,Technical,0,0.49,2,Medium,3,0.43,160,1
30030816,Technical,0,0.83,6,Medium,4,0.09,282,1
30030817,Technical,0,0.47,2,Medium,3,0.43,128,1
30030818,Technical,0,0.94,4,Medium,5,0.79,232,1
30030819,Support,0,0.58,3,Medium,2,0.85,226,1
30030820,Support,0,0.45,2,Medium,3,0.38,129,1
30030821,Support,0,0.92,7,Medium,4,0.11,255,1
30030822,Support,0,0.99,5,HIgh,5,0.83,258,1
30030823,Support,0,0.91,4,Low,5,0.81,229,1
30030824,Support,0,0.56,2,Medium,3,0.42,143,1
30030825,Support,0,0.87,6,Medium,4,0.11,257,1
30030826,Support,0,0.85,7,Medium,4,0.11,275,1
30030827,Support,0,0.89,7,Medium,4,0.1,291,1
30030828,Support,0,0.54,5,Low,4,0.5,153,1
30030829,Support,0,0.49,2,Low,3,0.44,154,1
30030830,Technical,0,0.9,6,Low,4,0.11,301,1
30030831,Technical,0,0.52,2,Low,3,0.39,134,1
30030832,Technical,0,0.78,6,Low,4,0.11,245,1
30030833,Management,0,0.5,2,Low,3,0.36,132,1
30030834,IT,0,0.51,2,Low,3,0.43,130,1
30030835,IT,0,0.5,2,Low,3,0.4,127,1
30030836,IT,0,0.84,4,Low,6,0.86,246,1
30030837,IT,0,0.49,2,Low,3,0.38,145,1
30030838,IT,1,0.45,2,Low,3,0.46,138,1
30030839,Product Management,0,0.57,2,Low,3,0.37,129,1
30030840,Product Management,0,0.52,2,Low,3,0.43,150,1
30030841,Product Management,0,0.93,5,Low,5,0.66,253,1
30030842,Product Management,0,0.48,2,Low,3,0.37,160,1
30030843,IT,0,0.92,5,Low,5,0.77,235,1
30030844,Sales,0,0.55,2,Low,3,0.38,151,1
30030845,Sales,0,0.54,2,Low,3,0.39,127,1
30030846,Sales,0,0.55,2,Low,3,0.41,151,1
30030847,Sales,0,0.9,7,Low,4,0.1,290,1
30030848,Sales,0,0.93,6,Low,4,0.09,249,1
30030849,Marketing,0,0.47,2,Medium,3,0.41,131,1
30030850,Sales,0,0.46,2,Medium,3,0.39,159,1
30030851,Accounting,0,0.99,4,Medium,5,0.83,223,1
30030852,Support,0,0.87,3,Medium,2,0.09,214,1
30030853,Technical,0,0.81,5,Medium,5,0.75,227,1
30030854,Management,0,0.54,2,Medium,3,0.44,127,1
30030855,Marketing,0,0.84,6,Medium,5,0.1,293,1
30030856,Marketing,0,0.46,2,Medium,3,0.42,141,1
30030857,Marketing,0,0.83,6,Medium,4,0.1,300,1
30030858,Sales,0,0.86,6,Medium,4,0.1,309,1
30030859,Sales,0,0.77,4,Medium,3,0.31,149,1
30030860,Sales,0,0.54,2,Medium,3,0.42,159,1
30030861,Sales,0,0.5,2,HIgh,3,0.38,152,1
30030862,Sales,0,0.57,2,Low,3,0.39,158,1
30030863,Sales,0,0.97,6,Medium,5,0.1,254,1
30030864,Sales,0,0.93,6,Medium,4,0.11,294,1
30030865,Sales,0,0.92,7,Medium,4,0.1,269,1
30030866,Sales,0,0.9,7,Medium,4,0.11,247,1
30030867,Sales,0,0.65,3,Low,4,0.44,271,1
30030868,Sales,0,0.96,4,Low,5,0.91,232,1
30030869,Sales,0,1,4,Low,5,0.72,245,1
30030870,Technical,0,0.66,3,Low,3,0.66,225,0
30030871,Technical,0,0.69,6,Low,4,0.2,236,0
30030872,Technical,0,0.78,3,Low,3,0.97,268,0
30030873,Technical,0,0.73,2,Low,3,0.59,230,0
30030874,Technical,0,0.6,4,Low,2,0.88,162,0
30030875,Technical,0,0.73,4,Low,2,0.16,197,0
30030876,Support,0,0.96,3,Low,3,0.61,247,0
30030877,Support,0,0.79,4,Low,3,0.52,234,0
30030878,Support,0,0.49,4,Low,4,0.82,276,0
30030879,Support,0,0.94,5,Medium,2,0.75,217,0
30030880,Support,0,0.5,4,Medium,2,0.62,156,0
30030881,Support,0,0.88,3,Medium,2,0.91,189,0
30030882,Support,0,0.98,2,Medium,4,0.61,238,0
30030883,Support,0,0.77,3,Medium,6,0.79,201,0
30030884,Support,0,0.93,4,Medium,3,0.9,263,0
30030885,Support,0,0.83,3,Medium,3,0.75,146,0
30030886,Support,0,0.64,4,Medium,3,0.81,213,0
30030887,Technical,0,0.88,3,Medium,2,0.59,159,0
30030888,Technical,0,0.83,3,Medium,3,0.56,236,0
30030889,Technical,0,0.79,5,Medium,4,0.98,257,0
30030890,Management,0,0.72,4,Medium,4,0.59,168,0
30030891,IT,0,0.67,4,HIgh,3,0.61,151,0
30030892,IT,0,0.7,4,Low,3,0.78,139,0
30030893,IT,0,0.93,5,Medium,3,0.55,196,0
30030894,IT,0,0.97,4,Medium,5,0.2,237,0
30030895,IT,0,0.44,2,Medium,3,0.79,236,0
30030896,Product Management,0,0.98,4,Medium,3,0.52,265,0
30030897,Product Management,0,0.52,4,Low,3,0.97,207,0
30030898,Product Management,0,0.94,4,Low,3,0.63,219,0
30030899,Product Management,0,0.99,3,Low,2,0.85,208,0
30030900,IT,0,0.74,3,Low,3,0.59,240,0
30030901,Research and Development,0,0.6,3,Low,3,0.64,135,0
30030902,Research and Development,0,0.67,3,Low,3,0.8,236,0
30030903,Research and Development,0,0.75,3,Low,3,0.61,140,0
30030904,Research and Development,0,0.61,3,Low,2,0.87,162,0
30030905,Research and Development,0,0.59,3,Medium,3,0.75,117,0
30030906,Marketing,0,0.51,4,Medium,3,0.96,225,0
30030907,Sales,0,0.92,3,Medium,3,0.75,211,0
30030908,Accounting,0,0.58,4,Medium,5,0.19,173,0
30030909,Support,0,0.97,4,Medium,3,0.52,170,0
30030910,Technical,0,0.6,3,Medium,3,0.6,242,0
30030911,Management,0,0.81,4,Medium,3,0.9,175,0
30030912,Marketing,0,0.92,3,Medium,2,0.89,195,0
30030913,Marketing,0,0.93,4,Medium,2,0.54,184,0
